CREATED_DATE,SPECIES,LATITUDE,LONGITUDE,Location
08/30/2023 02:22:00 PM,BRUSHTAIL POSSUM,-35.41728798,149.0872313,POINT (149.0872313 -35.41728798)
08/13/2023 03:19:00 AM,EASTERN GREY KANGAROO,-35.35850598,149.0882319,POINT (149.0882319 -35.35850598)
06/19/2023 10:58:00 AM,EASTERN GREY KANGAROO,-35.40030898,149.1327783,POINT (149.1327783 -35.40030898)
08/07/2023 11:47:00 AM,EASTERN GREY KANGAROO,-35.18426004,149.125647,POINT (149.125647 -35.18426004)
11/19/2023 12:22:00 PM,EASTERN GREY KANGAROO,-35.49997434,149.1313237,POINT (149.1313237 -35.49997434)
01/18/2023 09:28:00 AM,WOMBAT,-35.26948138,149.0509634,POINT (149.0509634 -35.26948138)
12/26/2023 01:39:00 PM,EASTERN GREY KANGAROO,-35.53379384,149.0083083,POINT (149.0083083 -35.53379384)
12/22/2023 07:24:00 AM,EASTERN GREY KANGAROO,-35.22090452,149.176903,POINT (149.176903 -35.22090452)
10/20/2023 07:48:00 AM,EASTERN GREY KANGAROO,-35.40385575,149.1640819,POINT (149.1640819 -35.40385575)
10/06/2023 08:54:00 AM,EASTERN GREY KANGAROO,-35.37070112,149.0567145,POINT (149.0567145 -35.37070112)
04/29/2023 10:00:00 AM,EASTERN GREY KANGAROO,-35.39318612,149.1050584,POINT (149.1050584 -35.39318612)
08/08/2023 01:26:00 PM,WALLAROO,-35.27260625,149.0717097,POINT (149.0717097 -35.27260625)
09/30/2023 02:10:00 PM,EASTERN GREY KANGAROO,-35.36136273,149.1338651,POINT (149.1338651 -35.36136273)
09/27/2023 10:05:00 AM,EASTERN GREY KANGAROO,-35.21059952,149.1259951,POINT (149.1259951 -35.21059952)
09/29/2023 11:43:00 PM,EASTERN GREY KANGAROO,-35.44719407,149.0325284,POINT (149.0325284 -35.44719407)
11/24/2023 01:56:00 PM,BRUSHTAIL POSSUM,-35.38926884,149.0303659,POINT (149.0303659 -35.38926884)
07/06/2023 11:58:00 AM,EASTERN GREY KANGAROO,-35.33160151,148.9934595,POINT (148.9934595 -35.33160151)
06/26/2023 09:08:00 AM,EASTERN GREY KANGAROO,-35.24149305,149.1514138,POINT (149.1514138 -35.24149305)
08/21/2023 01:30:00 PM,EASTERN GREY KANGAROO,-35.31954278,149.0700536,POINT (149.0700536 -35.31954278)
04/21/2023 03:15:00 PM,EASTERN GREY KANGAROO,-35.182573,149.1375805,POINT (149.1375805 -35.182573)
10/03/2023 09:02:00 AM,WALLAROO,-35.49356033,149.1155696,POINT (149.1155696 -35.49356033)
10/06/2023 02:34:00 PM,OTHER,-35.32721107,149.1180031,POINT (149.1180031 -35.32721107)
01/15/2024 02:25:00 PM,BRUSHTAIL POSSUM,-35.41590294,149.0803345,POINT (149.0803345 -35.41590294)
03/15/2023 12:49:00 PM,WALLABY,-35.4437471,149.0677075,POINT (149.0677075 -35.4437471)
10/02/2023 09:59:00 AM,EASTERN GREY KANGAROO,-35.30900101,149.0692509,POINT (149.0692509 -35.30900101)
06/23/2023 01:31:00 PM,EASTERN GREY KANGAROO,-35.28910007,149.0933229,POINT (149.0933229 -35.28910007)
02/14/2023 10:14:00 AM,EASTERN GREY KANGAROO,-35.31341888,149.1200501,POINT (149.1200501 -35.31341888)
07/16/2023 08:58:00 AM,EASTERN GREY KANGAROO,-35.26975928,149.1258213,POINT (149.1258213 -35.26975928)
09/21/2023 01:51:00 AM,EASTERN GREY KANGAROO,-35.22041996,149.0781919,POINT (149.0781919 -35.22041996)
06/05/2023 10:29:00 AM,EASTERN GREY KANGAROO,-35.32336285,149.0332896,POINT (149.0332896 -35.32336285)
11/18/2023 09:37:00 AM,EASTERN GREY KANGAROO,-35.27144497,149.0643567,POINT (149.0643567 -35.27144497)
05/04/2023 01:16:00 PM,EASTERN GREY KANGAROO,-35.33243735,149.090881,POINT (149.090881 -35.33243735)
05/20/2023 12:16:00 PM,EASTERN GREY KANGAROO,-35.21321507,149.0838827,POINT (149.0838827 -35.21321507)
08/05/2023 10:21:00 AM,EASTERN GREY KANGAROO,-35.52900966,149.1412582,POINT (149.1412582 -35.52900966)
12/15/2022 10:03:00 AM,OTHER,-35.3460094,149.0580227,POINT (149.0580227 -35.3460094)
08/19/2023 07:56:00 PM,WALLAROO,-35.31686759,149.0510522,POINT (149.0510522 -35.31686759)
08/19/2023 08:58:00 AM,EASTERN GREY KANGAROO,-35.40377708,149.1990799,POINT (149.1990799 -35.40377708)
03/01/2023 08:38:00 AM,EASTERN GREY KANGAROO,-35.31732458,149.020801,POINT (149.020801 -35.31732458)
04/28/2023 09:53:00 AM,COCKATOO,-35.27864934,149.1436984,POINT (149.1436984 -35.27864934)
09/16/2023 10:50:00 AM,EASTERN GREY KANGAROO,-35.25043576,149.0761022,POINT (149.0761022 -35.25043576)
05/28/2023 02:39:00 PM,GALAH,-35.27061604,148.9678283,POINT (148.9678283 -35.27061604)
07/08/2023 06:04:00 PM,EASTERN GREY KANGAROO,-35.35016943,148.9226148,POINT (148.9226148 -35.35016943)
11/01/2023 10:47:00 AM,EASTERN GREY KANGAROO,-35.24517457,149.1107572,POINT (149.1107572 -35.24517457)
07/27/2023 01:52:00 PM,EASTERN GREY KANGAROO,-35.32762309,149.0398351,POINT (149.0398351 -35.32762309)
04/23/2023 02:03:00 PM,EASTERN GREY KANGAROO,-35.44386939,149.1533852,POINT (149.1533852 -35.44386939)
04/03/2023 10:59:00 AM,EASTERN GREY KANGAROO,-35.20867956,149.0780661,POINT (149.0780661 -35.20867956)
09/14/2023 06:43:00 AM,EASTERN GREY KANGAROO,-35.51525032,149.0813765,POINT (149.0813765 -35.51525032)
09/22/2023 09:57:00 PM,EASTERN GREY KANGAROO,-35.19218993,149.0302294,POINT (149.0302294 -35.19218993)
08/08/2023 07:27:00 PM,EASTERN GREY KANGAROO,-35.41362887,149.1035759,POINT (149.1035759 -35.41362887)
12/01/2023 02:43:00 PM,EASTERN GREY KANGAROO,-35.38909628,149.1739286,POINT (149.1739286 -35.38909628)
07/18/2023 08:53:00 AM,RED NECKED WALLABY,-35.3716563,149.061036,POINT (149.061036 -35.3716563)
08/30/2023 07:52:00 PM,EASTERN GREY KANGAROO,-35.24276054,149.0465658,POINT (149.0465658 -35.24276054)
11/15/2023 12:29:00 PM,WALLABY,-35.37270006,149.1794242,POINT (149.1794242 -35.37270006)
08/01/2023 02:57:00 PM,EASTERN GREY KANGAROO,-35.21683599,149.0591811,POINT (149.0591811 -35.21683599)
11/01/2023 08:56:00 PM,EASTERN GREY KANGAROO,-35.17842076,149.080166,POINT (149.080166 -35.17842076)
04/11/2023 07:20:00 PM,EASTERN GREY KANGAROO,-35.23087492,149.0362996,POINT (149.0362996 -35.23087492)
06/27/2023 05:22:00 PM,EASTERN GREY KANGAROO,-35.4436629,149.1289572,POINT (149.1289572 -35.4436629)
03/11/2023 09:35:00 AM,EASTERN GREY KANGAROO,-35.40858661,149.1237904,POINT (149.1237904 -35.40858661)
12/01/2023 10:29:00 PM,EASTERN GREY KANGAROO,-35.22206049,149.1643962,POINT (149.1643962 -35.22206049)
07/19/2023 09:38:00 AM,EASTERN GREY KANGAROO,-35.25863542,149.1056704,POINT (149.1056704 -35.25863542)
12/19/2023 08:52:00 AM,FOX,-35.16344347,149.0980398,POINT (149.0980398 -35.16344347)
04/29/2023 02:50:00 PM,EASTERN GREY KANGAROO,-35.29652485,149.0679684,POINT (149.0679684 -35.29652485)
01/18/2024 07:57:00 AM,OTHER,-35.42026021,149.0742908,POINT (149.0742908 -35.42026021)
07/14/2023 08:59:00 AM,EASTERN GREY KANGAROO,-35.43040164,149.1350424,POINT (149.1350424 -35.43040164)
09/18/2023 11:00:00 AM,EASTERN GREY KANGAROO,-35.23254822,149.087555,POINT (149.087555 -35.23254822)
10/01/2023 07:08:00 AM,EASTERN GREY KANGAROO,-35.20859943,149.1671863,POINT (149.1671863 -35.20859943)
05/09/2023 07:54:00 AM,EASTERN GREY KANGAROO,-35.26810549,149.0545327,POINT (149.0545327 -35.26810549)
10/27/2023 08:44:00 AM,EASTERN GREY KANGAROO,-35.27634147,149.0175483,POINT (149.0175483 -35.27634147)
06/03/2023 09:20:00 AM,EASTERN GREY KANGAROO,-35.40626895,149.1671559,POINT (149.1671559 -35.40626895)
10/29/2023 11:11:00 AM,EASTERN GREY KANGAROO,-35.27901461,149.0693456,POINT (149.0693456 -35.27901461)
08/16/2023 09:21:00 AM,EASTERN GREY KANGAROO,-35.35700408,149.0259237,POINT (149.0259237 -35.35700408)
06/30/2023 08:42:00 AM,EASTERN GREY KANGAROO,-35.33786719,149.0876292,POINT (149.0876292 -35.33786719)
09/11/2023 03:27:00 PM,EASTERN GREY KANGAROO,-35.42589207,149.0847233,POINT (149.0847233 -35.42589207)
09/03/2023 10:18:00 AM,EASTERN GREY KANGAROO,-35.46554998,149.1042919,POINT (149.1042919 -35.46554998)
10/26/2023 10:19:00 AM,EASTERN GREY KANGAROO,-35.39765485,149.1064096,POINT (149.1064096 -35.39765485)
07/22/2023 10:08:00 AM,WALLABY,-35.21799827,149.1951051,POINT (149.1951051 -35.21799827)
04/25/2023 09:52:00 AM,FOX,-35.48849137,149.0842761,POINT (149.0842761 -35.48849137)
03/06/2023 01:36:00 PM,EASTERN GREY KANGAROO,-35.22773303,149.0642855,POINT (149.0642855 -35.22773303)
09/01/2023 02:36:00 PM,EASTERN GREY KANGAROO,-35.31582786,149.1167582,POINT (149.1167582 -35.31582786)
11/12/2023 10:10:00 AM,EASTERN GREY KANGAROO,-35.31595987,149.1321243,POINT (149.1321243 -35.31595987)
05/22/2023 08:09:00 AM,EASTERN GREY KANGAROO,-35.30392181,149.0329758,POINT (149.0329758 -35.30392181)
05/30/2023 07:53:00 AM,EASTERN GREY KANGAROO,-35.44727433,149.0757573,POINT (149.0757573 -35.44727433)
12/12/2022 11:27:00 AM,BRUSHTAIL POSSUM,-35.43225727,149.1294776,POINT (149.1294776 -35.43225727)
08/11/2023 11:30:00 AM,EASTERN GREY KANGAROO,-35.38697517,149.1382852,POINT (149.1382852 -35.38697517)
03/14/2023 09:45:00 AM,EASTERN GREY KANGAROO,-35.39849753,149.1473237,POINT (149.1473237 -35.39849753)
03/22/2023 10:34:00 AM,EASTERN GREY KANGAROO,-35.25123938,149.0615049,POINT (149.0615049 -35.25123938)
09/12/2023 11:46:00 AM,EASTERN GREY KANGAROO,-35.42458623,149.1199244,POINT (149.1199244 -35.42458623)
10/08/2023 10:42:00 AM,EASTERN GREY KANGAROO,-35.29373023,149.1066221,POINT (149.1066221 -35.29373023)
07/05/2023 07:39:00 AM,EASTERN GREY KANGAROO,-35.35283941,149.1472976,POINT (149.1472976 -35.35283941)
12/25/2023 11:17:00 AM,EASTERN GREY KANGAROO,-35.26117384,149.0754792,POINT (149.0754792 -35.26117384)
10/21/2023 09:30:00 AM,EASTERN GREY KANGAROO,-35.23661317,149.0815045,POINT (149.0815045 -35.23661317)
01/06/2024 06:42:00 AM,EASTERN GREY KANGAROO,-35.2808138,149.095395,POINT (149.095395 -35.2808138)
07/13/2023 12:07:00 PM,WOMBAT,-35.27298872,149.0362712,POINT (149.0362712 -35.27298872)
03/17/2017 09:00:00 AM,OTHER,-35.38047572,149.0658189,POINT (149.0658189 -35.38047572)
12/15/2023 07:29:00 AM,EASTERN GREY KANGAROO,-35.4131218,149.0834812,POINT (149.0834812 -35.4131218)
10/10/2023 07:40:00 AM,EASTERN GREY KANGAROO,-35.26659857,149.2193194,POINT (149.2193194 -35.26659857)
12/19/2023 12:43:00 PM,EASTERN GREY KANGAROO,-35.18865427,149.1680204,POINT (149.1680204 -35.18865427)
09/30/2023 11:26:00 AM,EASTERN GREY KANGAROO,-35.27641462,149.0872417,POINT (149.0872417 -35.27641462)
11/04/2023 09:08:00 AM,EASTERN GREY KANGAROO,-35.24429519,149.1110602,POINT (149.1110602 -35.24429519)
09/24/2023 09:00:00 PM,EASTERN GREY KANGAROO,-35.26157926,149.1258315,POINT (149.1258315 -35.26157926)
09/25/2023 09:05:00 AM,EASTERN GREY KANGAROO,-35.26582382,149.1347163,POINT (149.1347163 -35.26582382)
10/25/2023 12:01:00 PM,EASTERN GREY KANGAROO,-35.34589405,149.086946,POINT (149.086946 -35.34589405)
08/29/2023 08:57:00 PM,EASTERN GREY KANGAROO,-35.17814368,149.0333878,POINT (149.0333878 -35.17814368)
11/17/2023 08:40:00 AM,EASTERN GREY KANGAROO,-35.30114503,149.0756606,POINT (149.0756606 -35.30114503)
05/25/2023 11:07:00 AM,FOX,-35.2059738,149.0718467,POINT (149.0718467 -35.2059738)
10/19/2023 07:59:00 AM,EASTERN GREY KANGAROO,-35.19763175,149.0764475,POINT (149.0764475 -35.19763175)
08/04/2023 11:46:00 AM,EASTERN GREY KANGAROO,-35.35595344,149.0714313,POINT (149.0714313 -35.35595344)
10/11/2023 10:21:00 AM,RED NECKED WALLABY,-35.2907638,149.0659654,POINT (149.0659654 -35.2907638)
09/15/2023 12:09:00 PM,WOMBAT,-35.56150694,149.0914423,POINT (149.0914423 -35.56150694)
10/11/2023 11:27:00 AM,COCKATOO,-35.4020688,149.1084639,POINT (149.1084639 -35.4020688)
07/23/2023 09:45:00 PM,EASTERN GREY KANGAROO,-35.44740738,149.0624701,POINT (149.0624701 -35.44740738)
11/08/2023 08:32:00 AM,EASTERN GREY KANGAROO,-35.28895803,149.0690932,POINT (149.0690932 -35.28895803)
08/19/2023 08:21:00 AM,FOX,-35.24975809,149.196254,POINT (149.196254 -35.24975809)
06/29/2023 08:17:00 AM,EASTERN GREY KANGAROO,-35.26937986,149.0932725,POINT (149.0932725 -35.26937986)
10/01/2023 03:28:00 PM,EASTERN GREY KANGAROO,-35.23353893,149.0445709,POINT (149.0445709 -35.23353893)
10/28/2023 02:21:00 PM,RED NECKED WALLABY,-35.36412612,149.0767056,POINT (149.0767056 -35.36412612)
11/01/2023 05:51:00 AM,EASTERN GREY KANGAROO,-35.36625621,149.1677914,POINT (149.1677914 -35.36625621)
10/26/2023 12:38:00 PM,EASTERN GREY KANGAROO,-35.21314107,149.1872806,POINT (149.1872806 -35.21314107)
10/05/2023 12:30:00 PM,EASTERN GREY KANGAROO,-35.17205676,149.0633063,POINT (149.0633063 -35.17205676)
04/22/2023 09:50:00 AM,WOMBAT,-35.37479476,149.0642211,POINT (149.0642211 -35.37479476)
10/16/2023 08:51:00 AM,OTHER,-35.37528029,149.0881612,POINT (149.0881612 -35.37528029)
05/08/2023 08:44:00 AM,FOX,-35.280165,149.1365921,POINT (149.1365921 -35.280165)
03/27/2023 08:53:00 AM,EASTERN GREY KANGAROO,-35.33868501,149.0927424,POINT (149.0927424 -35.33868501)
10/26/2023 11:20:00 AM,EASTERN GREY KANGAROO,-35.3780743,149.1387214,POINT (149.1387214 -35.3780743)
11/20/2022 12:16:00 PM,OTHER,-35.36556668,149.0530533,POINT (149.0530533 -35.36556668)
08/17/2023 06:12:00 PM,EASTERN GREY KANGAROO,-35.16017163,149.0615473,POINT (149.0615473 -35.16017163)
11/17/2023 10:25:00 AM,FOX,-35.23989972,149.106323,POINT (149.106323 -35.23989972)
09/14/2023 06:41:00 AM,EASTERN GREY KANGAROO,-35.16448388,149.0303531,POINT (149.0303531 -35.16448388)
01/07/2024 04:07:00 PM,RED NECKED WALLABY,-35.37934682,149.1192277,POINT (149.1192277 -35.37934682)
10/30/2023 08:25:00 AM,WALLABY,-35.30635262,149.0425004,POINT (149.0425004 -35.30635262)
05/31/2023 10:09:00 PM,EASTERN GREY KANGAROO,-35.31482304,149.1367427,POINT (149.1367427 -35.31482304)
07/05/2023 10:40:00 AM,EASTERN GREY KANGAROO,-35.47618335,149.0664335,POINT (149.0664335 -35.47618335)
10/12/2023 04:58:00 AM,EASTERN GREY KANGAROO,-35.34575456,149.0977414,POINT (149.0977414 -35.34575456)
03/13/2023 09:05:00 AM,SWAN,-35.4063503,149.0729366,POINT (149.0729366 -35.4063503)
10/12/2023 08:16:00 AM,EASTERN GREY KANGAROO,-35.19971749,149.0613397,POINT (149.0613397 -35.19971749)
08/25/2023 08:44:00 AM,EASTERN GREY KANGAROO,-35.26366216,149.1073232,POINT (149.1073232 -35.26366216)
01/07/2024 07:20:00 AM,EASTERN GREY KANGAROO,-35.2850754,149.1801636,POINT (149.1801636 -35.2850754)
02/15/2023 07:30:00 AM,EASTERN GREY KANGAROO,-35.17246135,149.076286,POINT (149.076286 -35.17246135)
07/31/2023 01:04:00 PM,EASTERN GREY KANGAROO,-35.3367399,149.073754,POINT (149.073754 -35.3367399)
10/30/2023 10:13:00 AM,EASTERN GREY KANGAROO,-35.34687141,149.1081975,POINT (149.1081975 -35.34687141)
06/17/2023 10:13:00 AM,EASTERN GREY KANGAROO,-35.3843632,149.0866504,POINT (149.0866504 -35.3843632)
10/28/2023 12:29:00 AM,EASTERN GREY KANGAROO,-35.21545087,149.0869084,POINT (149.0869084 -35.21545087)
